DomainName,AreaType,variable,n,min,max,median,q1,q3,iqr,mad,mean,sd,se,ci
C. Health improvement,Districts & UAs (from Apr 2023),Emergency hospital admissions due to falls in people aged 65 and over 65+ yrs Persons,294,1011.753,3271.663,2031.033,1798.088,2323.629,525.541,395.531,2081.242,386.382,22.534,44.349
C. Health improvement,Districts & UAs (from Apr 2023),Emergency hospital admissions due to falls in people aged 65 to 79 65-79 yrs Male,294,387.703,1676.635,777.648,652.15,931.146,278.997,203.851,818.803,233.018,13.59,26.746
C. Health improvement,Districts & UAs (from Apr 2023),Emergency hospital admissions due to falls in people aged 65 to 79 65-79 yrs Female,294,561.566,2003.171,1107.482,962.883,1270.479,307.596,229.841,1129.458,237.133,13.83,27.218
C. Health improvement,Districts & UAs (from Apr 2023),Emergency hospital admissions due to falls in people aged 65 to 79 65-79 yrs Persons,294,490.797,1674.439,945.904,831.234,1105.64,274.406,204.518,982.409,216.096,12.603,24.804
C. Health improvement,Districts & UAs (from Apr 2023),Emergency hospital admissions due to falls in people aged 80 plus 80+ yrs Male,294,1501.61,7520.692,4313.808,3699.454,4916.179,1216.725,901.946,4382.108,966.888,56.39,110.981
C. Health improvement,Districts & UAs (from Apr 2023),Emergency hospital admissions due to falls in people aged 80 plus 80+ yrs Female,294,3225.539,9110.635,5718.422,5142.104,6511.717,1369.613,997.75,5848.94,1039.213,60.608,119.282
C. Health improvement,Districts & UAs (from Apr 2023),Emergency hospital admissions due to falls in people aged 80 plus 80+ yrs Persons,294,2522.524,8251.471,5206.489,4573.099,5858.512,1285.413,952.104,5267.859,976.237,56.935,112.054
C. Health improvement,Districts & UAs (from Apr 2023),Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years) <15 yrs Male,293,26.449,219.644,84.526,70.333,101.092,30.758,23.211,87.677,25.162,1.47,2.893
C. Health improvement,Districts & UAs (from Apr 2023),Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years) <15 yrs Female,294,25.954,169.574,81.048,63.488,93.263,29.775,23.948,82.075,25.26,1.473,2.899
C. Health improvement,Districts & UAs (from Apr 2023),Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years) <15 yrs Persons,294,38.754,195.051,82.564,68.402,96.521,28.12,20.903,84.817,23.837,1.39,2.736
C. Health improvement,Districts & UAs (from Apr 2023),Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years) 15-24 yrs Male,294,35.468,248.514,107.636,86.196,130.784,44.588,33.051,112.677,35.336,2.061,4.056
C. Health improvement,Districts & UAs (from Apr 2023),Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years) 15-24 yrs Female,294,48.286,306.813,121.159,95.258,162.318,67.059,45.172,132.515,48.802,2.846,5.602
C. Health improvement,Districts & UAs (from Apr 2023),Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years) 15-24 yrs Persons,294,53.187,252.101,114.982,95.207,142.298,47.092,33.546,122.293,37.379,2.18,4.29
C. Health improvement,Districts & UAs (from Apr 2023),Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 4 years) 0-4 yrs Male,292,40.905,277.585,108.971,86.749,139.247,52.497,38.174,116.33,42.438,2.483,4.888
C. Health improvement,Districts & UAs (from Apr 2023),Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 4 years) 0-4 yrs Female,284,32.446,264.45,87.134,68.35,112.9,44.55,32.698,93.694,36.149,2.145,4.222
C. Health improvement,Districts & UAs (from Apr 2023),Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 4 years) 0-4 yrs Persons,293,38.631,271.297,97.531,79.75,124.43,44.68,31.381,104.243,37.422,2.186,4.303
C. Health improvement,Districts & UAs (from Apr 2023),Cancer screening coverage: bowel cancer 60-74 yrs Persons,2648,36.902,80.669,63.183,58.776,68.5,9.724,7.22,63.287,7.561,0.147,0.288
C. Health improvement,Districts & UAs (from Apr 2023),"Total prescribed LARC excluding injections rate / 1,000 All ages Female",575,11.441,92.055,51.174,42.083,59.943,17.86,13.322,50.977,13.838,0.577,1.133
C. Health improvement,Districts & UAs (from Apr 2023),Abdominal Aortic Aneurysm Screening Coverage 65 Male,2928,10.479,100,80.291,74.162,83.788,9.626,6.294,76.351,12.722,0.235,0.461
C. Health improvement,Districts & UAs (from Apr 2023),Deaths from drug misuse All ages Male,2592,1.444,28.707,6.567,4.8,8.8,4,2.88,7.176,3.386,0.067,0.13
C. Health improvement,Districts & UAs (from Apr 2023),Deaths from drug misuse All ages Female,623,1.1,15.86,3.25,2.455,4.6,2.145,1.471,3.744,1.942,0.078,0.153
C. Health improvement,Districts & UAs (from Apr 2023),Deaths from drug misuse All ages Persons,3197,0.868,22.08,3.992,2.916,5.4,2.484,1.791,4.417,2.205,0.039,0.076
C. Health improvement,Districts & UAs (from Apr 2023),Smoking Prevalence in adults (18+) - current smokers (APS) 18+ yrs Male,3476,1.611,36.827,17.409,13.714,21.047,7.333,5.448,17.502,5.421,0.092,0.18
C. Health improvement,Districts & UAs (from Apr 2023),Smoking Prevalence in adults (18+) - current smokers (APS) 18+ yrs Female,3476,0.964,32.21,13.443,10.22,16.75,6.53,4.828,13.643,4.797,0.081,0.16
C. Health improvement,Districts & UAs (from Apr 2023),Smoking Prevalence in adults (18+) - current smokers (APS) 18+ yrs Persons,3477,2.891,31.319,15.364,12.223,18.596,6.372,4.722,15.526,4.567,0.077,0.152
C. Health improvement,Districts & UAs (from Apr 2023),Smoking Prevalence in adults (18+) - current smokers (APS) 18-64 yrs Persons,2582,3.73,40.261,18.674,15.183,22.281,7.098,5.246,18.819,5.154,0.101,0.199
C. Health improvement,Districts & UAs (from Apr 2023),Percentage of physically active adults 19+ yrs Persons,2044,36.278,83.608,67.134,62.992,70.701,7.709,5.725,66.851,5.422,0.12,0.235
C. Health improvement,Districts & UAs (from Apr 2023),Percentage of physically inactive adults 19+ yrs Persons,2044,9.724,43.445,21.665,18.55,25.123,6.573,4.803,22.021,4.68,0.104,0.203
C. Health improvement,Districts & UAs (from Apr 2023),Proportion of the population meeting the recommended '5 a day' on a 'usual day' (adults) (old method) 16+ yrs Persons,1470,35.802,72.642,56.369,52.656,60.397,7.741,5.802,56.34,5.6,0.146,0.287
C. Health improvement,Districts & UAs (from Apr 2023),Smoking status at time of delivery All ages Female,3753,1.572,32.666,11.2,8.143,14.299,6.156,4.581,11.483,4.588,0.075,0.147
C. Health improvement,Districts & UAs (from Apr 2023),Percentage of adults (aged 18 plus) classified as overweight or obese 18+ yrs Persons,2044,38.48,77.612,63.029,58.995,66.756,7.761,5.716,62.547,6,0.133,0.26
C. Health improvement,Districts & UAs (from Apr 2023),Estimated diabetes diagnosis rate 17+ yrs Persons,1147,40.523,98.682,76.207,69.608,81.346,11.738,8.493,75.502,8.319,0.246,0.482
C. Health improvement,Districts & UAs (from Apr 2023),Percentage reporting a long-term Musculoskeletal (MSK) problem 16+ yrs Persons,1754,8.317,30.26,18.606,15.934,21.313,5.379,4,18.591,3.675,0.088,0.172
C. Health improvement,Districts & UAs (from Apr 2023),Cancer screening coverage: cervical cancer (aged 25 to 49 years old) 25-49 yrs Female,4096,42.059,85.297,73.578,69.792,76.196,6.404,4.448,72.284,5.821,0.091,0.178
C. Health improvement,Districts & UAs (from Apr 2023),Cancer screening coverage: cervical cancer (aged 50 to 64 years old) 50-64 yrs Female,4096,53.514,90.625,78.015,75.712,79.989,4.277,3.108,77.636,3.573,0.056,0.109
C. Health improvement,Districts & UAs (from Apr 2023),Percentage of physically active children and young people 5-16 yrs Persons,1286,22.65,67.66,46.08,41.962,50.128,8.165,6.079,46.025,6.442,0.18,0.352
C. Health improvement,Districts & UAs (from Apr 2023),Percentage of cancers diagnosed at stages 1 and 2 All ages Persons,2436,29.63,67.857,54.595,52.064,56.879,4.816,3.546,54.526,3.654,0.074,0.145
C. Health improvement,Districts & UAs (from Apr 2023),Admission episodes for alcohol-related conditions (Narrow) All ages Male,294,358.664,1104.086,632.738,550.59,722.662,172.072,126.075,652.616,143.066,8.344,16.421
C. Health improvement,Districts & UAs (from Apr 2023),Admission episodes for alcohol-related conditions (Narrow) All ages Female,294,146.65,741.809,324.317,273.001,400.269,127.268,91.631,342.538,102.003,5.949,11.708
C. Health improvement,Districts & UAs (from Apr 2023),Admission episodes for alcohol-related conditions (Narrow) All ages Persons,294,250.637,866.873,468.661,410.651,551.354,140.703,103.764,489.244,114.061,6.652,13.092
C. Health improvement,Districts & UAs (from Apr 2023),Percentage of adults aged 16 and over meeting the '5-a-day' fruit and vegetable consumption recommendations (new method) 16+ yrs Persons,584,10.599,53.178,34.373,29.883,38.496,8.613,6.375,34.271,5.857,0.242,0.476
C. Health improvement,Districts & UAs (pre Apr 2019),Cancer screening coverage: breast cancer 53-70 yrs Female,4452,20.15,86.4,76,70.833,79.206,8.373,5.733,74.11,7.287,0.109,0.214
C. Health improvement,Districts & UAs (pre Apr 2019),Emergency hospital admissions due to falls in people aged 65 and over 65+ yrs Male,283,694.804,2915.103,1701.037,1452.035,1996.304,544.269,378.965,1736.085,382.737,22.751,44.784
C. Health improvement,Districts & UAs (pre Apr 2019),Emergency hospital admissions due to falls in people aged 65 and over 65+ yrs Female,283,1244.636,3624.276,2302.08,2015.827,2651.396,635.568,452.012,2342.345,413.546,24.583,48.389
C. Health improvement,Districts & UAs (pre Apr 2019),Emergency hospital admissions due to falls in people aged 65 and over 65+ yrs Persons,283,1011.753,3271.663,2045.737,1793.126,2336.212,543.086,395.04,2084.658,388.583,23.099,45.468
C. Health improvement,Districts & UAs (pre Apr 2019),Emergency hospital admissions due to falls in people aged 65 to 79 65-79 yrs Male,283,387.703,1676.635,781.961,648.015,932.97,284.954,210.106,822.003,235.503,13.999,27.556
C. Health improvement,Districts & UAs (pre Apr 2019),Emergency hospital admissions due to falls in people aged 65 to 79 65-79 yrs Female,283,561.566,2003.171,1108.108,963.013,1270.874,307.861,231.379,1131.005,238.848,14.198,27.948
C. Health improvement,Districts & UAs (pre Apr 2019),Emergency hospital admissions due to falls in people aged 65 to 79 65-79 yrs Persons,283,490.797,1674.439,947.138,831.525,1113.058,281.533,210.01,984.792,217.847,12.95,25.49
C. Health improvement,Districts & UAs (pre Apr 2019),Emergency hospital admissions due to falls in people aged 80 plus 80+ yrs Male,283,1501.61,7520.692,4314.373,3691.093,4928.724,1237.631,923.777,4386.924,975.156,57.967,114.103
C. Health improvement,Districts & UAs (pre Apr 2019),Emergency hospital admissions due to falls in people aged 80 plus 80+ yrs Female,283,3225.539,9110.635,5714.765,5130.107,6515.245,1385.138,1005.752,5855.232,1044.832,62.109,122.256
C. Health improvement,Districts & UAs (pre Apr 2019),Emergency hospital admissions due to falls in people aged 80 plus 80+ yrs Persons,283,2522.524,8251.471,5206.845,4564.304,5860.657,1296.353,965.266,5274.267,981.773,58.36,114.877
C. Health improvement,Districts & UAs (pre Apr 2019),Cancer screening coverage: bowel cancer 60-74 yrs Persons,2811,36.902,80.669,63.242,58.915,68.227,9.312,6.972,63.283,7.414,0.14,0.274
C. Health improvement,Districts & UAs (pre Apr 2019),Abdominal Aortic Aneurysm Screening Coverage 65 Male,301,10.479,91.042,76.441,62.928,83.515,20.586,13.207,71.018,16.568,0.955,1.879
C. Health improvement,Districts & UAs (pre Apr 2019),Smoking Prevalence in adults (18+) - current smokers (APS) 18+ yrs Male,3800,1.611,36.833,17.395,13.636,21.115,7.479,5.544,17.481,5.506,0.089,0.175
C. Health improvement,Districts & UAs (pre Apr 2019),Smoking Prevalence in adults (18+) - current smokers (APS) 18+ yrs Female,3800,0.964,38.819,13.484,10.211,16.858,6.646,4.922,13.681,4.876,0.079,0.155
C. Health improvement,Districts & UAs (pre Apr 2019),Smoking Prevalence in adults (18+) - current smokers (APS) 18+ yrs Persons,3802,2.196,32.706,15.346,12.182,18.665,6.483,4.787,15.534,4.63,0.075,0.147
C. Health improvement,Districts & UAs (pre Apr 2019),Smoking Prevalence in adults (18+) - current smokers (APS) 18-64 yrs Persons,2888,3.73,40.261,18.715,15.226,22.33,7.104,5.286,18.87,5.223,0.097,0.191
C. Health improvement,Districts & UAs (pre Apr 2019),Percentage of physically active adults 19+ yrs Persons,2107,36.278,83.608,67.26,63.085,70.853,7.768,5.767,66.964,5.423,0.118,0.232
C. Health improvement,Districts & UAs (pre Apr 2019),Percentage of physically inactive adults 19+ yrs Persons,2107,9.724,43.445,21.583,18.522,25.045,6.523,4.741,21.962,4.666,0.102,0.199
C. Health improvement,Districts & UAs (pre Apr 2019),Proportion of the population meeting the recommended '5 a day' on a 'usual day' (adults) (old method) 16+ yrs Persons,1505,35.802,72.642,56.476,52.752,60.572,7.821,5.713,56.447,5.606,0.144,0.283
C. Health improvement,Districts & UAs (pre Apr 2019),Percentage of adults (aged 18 plus) classified as overweight or obese 18+ yrs Persons,2107,38.48,77.612,62.986,58.855,66.722,7.867,5.748,62.522,6.001,0.131,0.256
C. Health improvement,Districts & UAs (pre Apr 2019),Estimated diabetes diagnosis rate 17+ yrs Persons,1296,40.523,98.682,75.803,69.246,81.115,11.869,8.624,75.228,8.217,0.228,0.448
C. Health improvement,Districts & UAs (pre Apr 2019),Percentage reporting a long-term Musculoskeletal (MSK) problem 16+ yrs Persons,1778,8.317,30.26,18.717,15.999,21.453,5.454,4.047,18.675,3.701,0.088,0.172
C. Health improvement,Districts & UAs (pre Apr 2019),Cancer screening coverage: cervical cancer (aged 50 to 64 years old) 50-64 yrs Female,4315,53.514,90.625,78.152,75.817,80.049,4.232,3.133,77.725,3.554,0.054,0.106
C. Health improvement,Districts & UAs (pre Apr 2019),Percentage of cancers diagnosed at stages 1 and 2 All ages Persons,2340,29.63,67.857,54.525,52,56.901,4.901,3.631,54.503,3.691,0.076,0.15
C. Health improvement,England,Low birth weight of term babies >=37 weeks gestational age at birth Persons,16,2.774,3.018,2.855,2.814,2.897,0.083,0.065,2.857,0.064,0.016,0.034
C. Health improvement,England,"Under 18s conception rate / 1,000 <18 yrs Female",17,13.09,46.644,41.381,34.172,42.479,8.306,3.346,37.302,8.775,2.128,4.512
C. Health improvement,England,Reception prevalence of overweight (including obesity) 4-5 yrs Male,17,21.456,28.29,23.252,22.945,24.026,1.08,0.914,23.563,1.421,0.345,0.731
C. Health improvement,England,Reception prevalence of overweight (including obesity) 4-5 yrs Female,17,21.095,27.141,21.555,21.311,21.972,0.661,0.491,21.959,1.399,0.339,0.719
C. Health improvement,England,Reception prevalence of overweight (including obesity) 4-5 yrs Persons,17,21.309,27.728,22.586,22.255,22.782,0.527,0.491,22.779,1.346,0.326,0.692
C. Health improvement,England,Year 6 prevalence of overweight (including obesity) 10-11 yrs Male,17,33.203,44.692,35.36,34.891,36.674,1.782,1.329,36.431,2.806,0.68,1.443
C. Health improvement,England,Year 6 prevalence of overweight (including obesity) 10-11 yrs Female,17,29.991,36.972,31.827,31.599,32.408,0.808,0.787,32.308,1.643,0.398,0.845
C. Health improvement,England,Year 6 prevalence of overweight (including obesity) 10-11 yrs Persons,17,31.653,40.914,33.893,33.321,34.321,1.001,0.849,34.417,2.217,0.538,1.14
C. Health improvement,England,Emergency Hospital Admissions for Intentional Self-Harm All ages Male,1,109.184,109.184,109.184,109.184,109.184,0,0,109.184,,,
C. Health improvement,England,Emergency Hospital Admissions for Intentional Self-Harm All ages Female,1,219.805,219.805,219.805,219.805,219.805,0,0,219.805,,,
C. Health improvement,England,Emergency Hospital Admissions for Intentional Self-Harm All ages Persons,1,163.74,163.74,163.74,163.74,163.74,0,0,163.74,,,
C. Health improvement,England,Cancer screening coverage: breast cancer 53-70 yrs Female,14,64.138,77.133,75.382,74.151,76.219,2.068,1.685,73.46,4.582,1.225,2.646
C. Health improvement,England,Self reported wellbeing: people with a low satisfaction score 16+ yrs Persons,12,4.29,6.53,4.86,4.54,5.665,1.125,0.749,5.147,0.736,0.212,0.468
C. Health improvement,England,Self reported wellbeing: people with a low satisfaction score 16+ yrs Male,10,4.23,5.84,4.69,4.472,5.388,0.915,0.393,4.899,0.587,0.186,0.42
C. Health improvement,England,Self reported wellbeing: people with a low satisfaction score 16+ yrs Female,10,4.35,6.56,4.79,4.522,5.385,0.863,0.593,5.011,0.685,0.217,0.49
C. Health improvement,England,Self reported wellbeing: people with a low satisfaction score 20-24 yrs Persons,10,2.92,4.77,3.835,3.27,4.205,0.935,0.778,3.783,0.605,0.191,0.433
C. Health improvement,England,Self reported wellbeing: people with a low satisfaction score 25-29 yrs Persons,10,3.08,4.32,3.645,3.535,3.867,0.332,0.297,3.686,0.345,0.109,0.247
C. Health improvement,England,Self reported wellbeing: people with a low satisfaction score 30-34 yrs Persons,10,2.93,4.47,3.325,3.105,3.823,0.717,0.363,3.473,0.497,0.157,0.356
C. Health improvement,England,Self reported wellbeing: people with a low satisfaction score 35-39 yrs Persons,10,3.01,5.48,4.28,3.73,4.92,1.19,1.03,4.307,0.804,0.254,0.575
C. Health improvement,England,Self reported wellbeing: people with a low satisfaction score 40-44 yrs Persons,10,4.18,6.49,4.815,4.47,5.7,1.23,0.801,5.083,0.82,0.259,0.586
C. Health improvement,England,Self reported wellbeing: people with a low satisfaction score 45-49 yrs Persons,10,5.04,7.83,6.1,5.598,6.692,1.095,0.852,6.236,0.957,0.303,0.684
C. Health improvement,England,Self reported wellbeing: people with a low satisfaction score 50-54 yrs Persons,10,6.01,8.91,7.14,6.44,7.75,1.31,1.105,7.228,0.968,0.306,0.693
C. Health improvement,England,Self reported wellbeing: people with a low satisfaction score 55-59 yrs Persons,10,5.85,8.06,6.785,6.672,7.618,0.945,0.904,6.962,0.758,0.24,0.542
C. Health improvement,England,Self reported wellbeing: people with a low satisfaction score 60-64 yrs Persons,10,5.06,8.13,5.915,5.44,6.478,1.038,0.956,6.13,0.989,0.313,0.707
C. Health improvement,England,Self reported wellbeing: people with a low satisfaction score 65-69 yrs Persons,2,3.44,4.31,3.875,3.657,4.093,0.435,0.645,3.875,0.615,0.435,5.527
C. Health improvement,England,Self reported wellbeing: people with a low satisfaction score 70-74 yrs Persons,2,3.74,3.84,3.79,3.765,3.815,0.05,0.074,3.79,0.071,0.05,0.635
C. Health improvement,England,Self reported wellbeing: people with a low satisfaction score 75-79 yrs Persons,2,4.6,5.03,4.815,4.707,4.922,0.215,0.319,4.815,0.304,0.215,2.732
C. Health improvement,England,Self reported wellbeing: people with a low satisfaction score 16-19 yrs Persons,10,1.96,5.02,2.585,2.305,3.953,1.648,0.741,3.058,1.063,0.336,0.76
C. Health improvement,England,Self reported wellbeing: people with a low satisfaction score 80+ yrs Persons,2,5.43,5.85,5.64,5.535,5.745,0.21,0.311,5.64,0.297,0.21,2.668
C. Health improvement,England,Self reported wellbeing: people with a low satisfaction score 65+ yrs Persons,8,3.97,6.01,4.785,4.087,5.173,1.085,0.823,4.759,0.73,0.258,0.61
C. Health improvement,England,Self reported wellbeing: people with a low worthwhile score 16+ yrs Persons,12,3.55,4.76,3.895,3.632,4.32,0.687,0.46,4.001,0.401,0.116,0.255
C. Health improvement,England,Self reported wellbeing: people with a low worthwhile score 16+ yrs Male,10,3.89,4.74,4.14,3.928,4.445,0.518,0.326,4.206,0.32,0.101,0.229
C. Health improvement,England,Self reported wellbeing: people with a low worthwhile score 16+ yrs Female,10,3.2,4.24,3.525,3.348,3.812,0.465,0.385,3.609,0.364,0.115,0.26
C. Health improvement,England,Self reported wellbeing: people with a low worthwhile score 20-24 yrs Persons,10,3,5,3.785,3.385,4.57,1.185,0.689,3.955,0.719,0.227,0.515
C. Health improvement,England,Self reported wellbeing: people with a low worthwhile score 25-29 yrs Persons,10,2.79,3.83,3.305,3.08,3.69,0.61,0.467,3.341,0.371,0.117,0.265
C. Health improvement,England,Self reported wellbeing: people with a low worthwhile score 30-34 yrs Persons,10,2.4,3.81,2.805,2.615,2.872,0.257,0.274,2.854,0.411,0.13,0.294
C. Health improvement,England,Self reported wellbeing: people with a low worthwhile score 35-39 yrs Persons,10,2.54,4.23,3.15,2.878,3.4,0.522,0.415,3.219,0.502,0.159,0.359
C. Health improvement,England,Self reported wellbeing: people with a low worthwhile score 40-44 yrs Persons,10,2.85,4.04,3.335,3.01,3.763,0.753,0.593,3.383,0.45,0.142,0.322
C. Health improvement,England,Self reported wellbeing: people with a low worthwhile score 45-49 yrs Persons,10,3.13,5.19,4.005,3.842,4.77,0.928,0.86,4.166,0.731,0.231,0.523
C. Health improvement,England,Self reported wellbeing: people with a low worthwhile score 50-54 yrs Persons,10,4.12,5.4,4.79,4.665,5.102,0.437,0.408,4.815,0.392,0.124,0.28
C. Health improvement,England,Self reported wellbeing: people with a low worthwhile score 55-59 yrs Persons,10,4.22,5.61,4.885,4.435,5.287,0.852,0.682,4.883,0.51,0.161,0.365
C. Health improvement,England,Self reported wellbeing: people with a low worthwhile score 60-64 yrs Persons,10,3.75,5.32,4.23,4.005,4.592,0.587,0.497,4.349,0.519,0.164,0.371
C. Health improvement,England,Self reported wellbeing: people with a low worthwhile score 65-69 yrs Persons,2,2.91,3.4,3.155,3.033,3.277,0.245,0.363,3.155,0.346,0.245,3.113
C. Health improvement,England,Self reported wellbeing: people with a low worthwhile score 70-74 yrs Persons,2,3.02,3.26,3.14,3.08,3.2,0.12,0.178,3.14,0.17,0.12,1.525
C. Health improvement,England,Self reported wellbeing: people with a low worthwhile score 75-79 yrs Persons,2,3.63,4.38,4.005,3.817,4.192,0.375,0.556,4.005,0.53,0.375,4.765
C. Health improvement,England,Self reported wellbeing: people with a low worthwhile score 16-19 yrs Persons,10,3.22,5.93,3.92,3.79,4.748,0.958,0.89,4.228,0.813,0.257,0.581
C. Health improvement,England,Self reported wellbeing: people with a low worthwhile score 80+ yrs Persons,2,6.28,6.56,6.42,6.35,6.49,0.14,0.208,6.42,0.198,0.14,1.779
C. Health improvement,England,Self reported wellbeing: people with a low worthwhile score 65+ yrs Persons,8,3.63,4.64,3.76,3.685,3.955,0.27,0.178,3.899,0.348,0.123,0.291
C. Health improvement,England,Self reported wellbeing: people with a low happiness score 16+ yrs Persons,12,7.81,10.72,8.805,8.508,9.315,0.808,0.593,9.007,0.843,0.243,0.536
C. Health improvement,England,Self reported wellbeing: people with a low happiness score 16+ yrs Male,10,7.32,9.36,8.225,7.873,8.405,0.532,0.326,8.193,0.549,0.174,0.393
C. Health improvement,England,Self reported wellbeing: people with a low happiness score 16+ yrs Female,10,8.29,10.15,9.205,8.935,9.428,0.493,0.43,9.233,0.578,0.183,0.414
C. Health improvement,England,Self reported wellbeing: people with a low happiness score 20-24 yrs Persons,10,7.06,10.77,8.475,8.322,8.967,0.645,0.638,8.633,0.983,0.311,0.703
C. Health improvement,England,Self reported wellbeing: people with a low happiness score 25-29 yrs Persons,10,6.69,9.54,8.515,7.538,8.877,1.34,0.904,8.287,0.985,0.311,0.704
C. Health improvement,England,Self reported wellbeing: people with a low happiness score 30-34 yrs Persons,10,6.79,9.41,8.16,7.592,8.358,0.765,0.734,8.067,0.764,0.242,0.547
C. Health improvement,England,Self reported wellbeing: people with a low happiness score 35-39 yrs Persons,10,7.49,9.84,8.51,7.972,8.657,0.685,0.43,8.41,0.677,0.214,0.484
C. Health improvement,England,Self reported wellbeing: people with a low happiness score 40-44 yrs Persons,10,7.56,10.27,8.74,8.293,9.195,0.902,0.771,8.746,0.806,0.255,0.576
C. Health improvement,England,Self reported wellbeing: people with a low happiness score 45-49 yrs Persons,10,8.18,11.87,9.755,9.3,10.16,0.86,0.749,9.908,1.078,0.341,0.771
C. Health improvement,England,Self reported wellbeing: people with a low happiness score 50-54 yrs Persons,10,9.75,12.46,10.4,10.055,10.998,0.943,0.852,10.661,0.863,0.273,0.617
C. Health improvement,England,Self reported wellbeing: people with a low happiness score 55-59 yrs Persons,10,9,11.33,10.645,10.448,10.797,0.35,0.252,10.536,0.601,0.19,0.43
C. Health improvement,England,Self reported wellbeing: people with a low happiness score 60-64 yrs Persons,10,8.58,10.66,9.37,8.783,9.818,1.035,0.838,9.372,0.696,0.22,0.498
C. Health improvement,England,Self reported wellbeing: people with a low happiness score 65-69 yrs Persons,2,6.38,7.63,7.005,6.692,7.318,0.625,0.927,7.005,0.884,0.625,7.941
C. Health improvement,England,Self reported wellbeing: people with a low happiness score 70-74 yrs Persons,2,6.81,7.18,6.995,6.902,7.087,0.185,0.274,6.995,0.262,0.185,2.351
C. Health improvement,England,Self reported wellbeing: people with a low happiness score 75-79 yrs Persons,2,7.38,8.69,8.035,7.707,8.363,0.655,0.971,8.035,0.926,0.655,8.323
C. Health improvement,England,Self reported wellbeing: people with a low happiness score 16-19 yrs Persons,10,5.96,9.05,6.935,6.55,7.898,1.348,0.83,7.208,1.024,0.324,0.732
C. Health improvement,England,Self reported wellbeing: people with a low happiness score 80+ yrs Persons,2,8.42,8.76,8.59,8.505,8.675,0.17,0.252,8.59,0.24,0.17,2.16
C. Health improvement,England,Self reported wellbeing: people with a low happiness score 65+ yrs Persons,8,6.7,8.34,7.595,7.195,7.835,0.64,0.719,7.556,0.588,0.208,0.492
C. Health improvement,England,Self reported wellbeing: people with a high anxiety score 16+ yrs Persons,12,19.33,24.13,20.49,19.832,22.048,2.215,1.69,21.071,1.631,0.471,1.036
C. Health improvement,England,Self reported wellbeing: people with a high anxiety score 16+ yrs Male,10,17.1,20.63,17.83,17.305,19.07,1.765,0.89,18.295,1.257,0.398,0.899
C. Health improvement,England,Self reported wellbeing: people with a high anxiety score 16+ yrs Female,10,21.44,27.62,22.305,21.918,25.745,3.828,1.216,23.689,2.372,0.75,1.697
C. Health improvement,England,Self reported wellbeing: people with a high anxiety score 20-24 yrs Persons,10,17.21,25.48,21.12,18.51,23.25,4.74,3.736,20.944,2.916,0.922,2.086
C. Health improvement,England,Self reported wellbeing: people with a high anxiety score 25-29 yrs Persons,10,17.47,25.17,20.21,18.253,22.255,4.003,3.328,20.637,2.871,0.908,2.054
C. Health improvement,England,Self reported wellbeing: people with a high anxiety score 30-34 yrs Persons,10,17.69,25.03,20.45,18.97,21.693,2.723,2.357,20.785,2.418,0.765,1.73
C. Health improvement,England,Self reported wellbeing: people with a high anxiety score 35-39 yrs Persons,10,19.32,24.5,20.415,19.812,23.062,3.25,1.423,21.307,1.9,0.601,1.359
C. Health improvement,England,Self reported wellbeing: people with a high anxiety score 40-44 yrs Persons,10,20.5,25.42,21.345,20.722,22.588,1.865,1.105,22.008,1.712,0.541,1.224
C. Health improvement,England,Self reported wellbeing: people with a high anxiety score 45-49 yrs Persons,10,20.28,25.65,22.27,21.105,23.862,2.757,2.261,22.562,1.823,0.576,1.304
C. Health improvement,England,Self reported wellbeing: people with a high anxiety score 50-54 yrs Persons,10,21.38,25.37,23.185,21.625,24.87,3.245,2.52,23.252,1.657,0.524,1.186
C. Health improvement,England,Self reported wellbeing: people with a high anxiety score 55-59 yrs Persons,10,20.55,26.68,22.885,22.175,23.773,1.598,1.275,23.095,1.646,0.52,1.177
C. Health improvement,England,Self reported wellbeing: people with a high anxiety score 60-64 yrs Persons,10,19.44,24.68,21.165,19.725,22.718,2.993,2.305,21.388,1.848,0.584,1.322
C. Health improvement,England,Self reported wellbeing: people with a high anxiety score 65-69 yrs Persons,2,16.93,18.22,17.575,17.252,17.898,0.645,0.956,17.575,0.912,0.645,8.196
C. Health improvement,England,Self reported wellbeing: people with a high anxiety score 70-74 yrs Persons,2,18.03,19.65,18.84,18.435,19.245,0.81,1.201,18.84,1.146,0.81,10.292
C. Health improvement,England,Self reported wellbeing: people with a high anxiety score 75-79 yrs Persons,2,18.46,19.52,18.99,18.725,19.255,0.53,0.786,18.99,0.75,0.53,6.734
C. Health improvement,England,Self reported wellbeing: people with a high anxiety score 16-19 yrs Persons,10,15.77,24.16,18.785,18.195,19.273,1.078,0.867,19.009,2.201,0.696,1.575
